ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
7204.938226,11224.20437,4461.57258,4135.37657,147.0597818,385.5932696,58.35329649,344.6585234,1352.389413,33.19827411,1028.244804,313.6074197,366.066065,45.995698,287.115343,2897.504063,6727.31395,2495.204091,936.9235138,70.44308454,458.7350975,32.9133393,294.8767404,412.893698,86.0129404,354.0581086,575.3240184,97.7634375,18.98266662,165.3582343
7043.916597,13998.58654,3200.457109,4141.235456,143.2873105,373.6770932,109.4139822,309.0085201,484.3499181,19.27675833,767.9771208,284.9051105,251.9181716,56.90964438,347.3312246,3541.651865,5323.73964,1994.746349,745.5045736,78.09919743,453.541,50.33738743,498.3845967,417.2293556,44.00603185,343.9138153,499.0858588,70.07814473,22.28367548,165.3582343
7342.323652,14964.68118,2778.663716,4147.219,137.6329003,373.6770932,65.64745855,411.7238179,1281.642617,79.24654554,681.2134884,381.2472129,214.5228039,65.48556,356.9356688,2847.96614,5244.73527,1212.164763,745.5045736,85.75531031,772.3202586,81.31372267,946.9404849,467.747905,39.00602193,618.6702779,461.478336,73.53880632,23.10954959,150.9801404
7479.709079,18576.01662,3002.216966,4111.941024,135.7466646,373.6770932,164.1264028,293.7165037,565.9883843,0,216.3577403,433.5185939,157.4488572,68.60356158,289.7377546,2839.142198,4434.743626,1647.316455,745.5045736,87.28881489,804.7189504,61.95491759,883.2650512,397.0160168,89.51360785,450.8642288,408.6210274,70.94305752,22.28367548,166.2517882
9421.817043,31063.27915,3037.572772,4111.941024,165.9135449,373.6770932,164.1264028,457.5528147,565.9883843,0,1018.610849,433.5185939,151.543261,58.46958602,310.6838523,3516.882903,5370.459832,2513.340725,745.5045736,90.35126004,752.8864682,58.08090947,1092.303239,547.1511084,65.01003655,274.7564626,453.3472708,72.67389353,25.58551353,119.5229829
9374.380498,18762.48567,2771.510012,4147.219,224.3503282,393.0331622,116.7081443,394.7379166,565.9883843,19.27675833,685.4965359,430.4407382,151.543261,58.46958602,384.8527341,3139.465855,6690.961441,1972.500634,745.5045736,82.69286516,778.8027093,23.23281321,946.9404849,902.3050935,8.501227792,327.3103812,393.3712416,81.32504231,28.88652239,157.2654795
7204.938226,18782.51954,2533.786925,4182.372318,262.075041,384.1114653,138.5906305,292.8695612,1297.959097,0,461.6405606,424.29546,197.7869106,57.6896152,357.809806,2933.883475,5064.547563,2579.936178,745.5045736,81.16164258,793.0559638,25.16981727,801.5777305,509.6247342,63.00981241,309.795783,393.3712416,89.1112783,23.93459451,117.7257212
7159.963785,24637.03149,2618.668375,4194.090091,199.8485998,378.1533771,142.2377115,279.2871138,527.8885644,174.5564689,315.9705154,424.29546,217.475602,60.02858681,431.9786878,3327.400349,6057.220408,2618.901603,745.5045736,78.09919743,760.657272,17.42449755,776.6564111,40.42371803,40.50646524,197.3075168,366.9425873,86.51653991,25.58551353,147.3856169
12628.79012,19986.09254,1915.129101,4194.090091,199.8485998,394.530402,124.0023063,384.5589231,527.8885644,29.9848936,355.5974106,368.9462232,177.1274363,90.4323952,368.2773224,4540.15062,6729.807443,3254.25056,2091.168616,79.63042,936.9039854,52.27439149,877.720789,207.8896019,2.000334221,281.2156034,349.6681124,79.59521672,24.75963943,137.4956003
9706.108033,15492.34238,2491.277415,6206.056627,197.9645125,409.4101871,149.5318735,286.92528,2027.224413,331.9827411,381.307303,685.6314987,154.4960591,82.6364504,375.259355,2043.439314,5273.21359,1825.140483,2091.168616,84.22408773,839.7079101,56.14615251,899.8699773,544.2656025,36.0051353,682.2897779,336.4537852,74.40371912,28.06147748,127.6055837
9980.714746,14021.54843,2855.015749,6220.766171,188.537631,416.8500797,105.7669012,334.4638458,1270.750947,111.3733012,348.1107828,527.8053147,170.2409449,74.06147563,345.5829502,3836.092893,7630.614742,3476.566019,2091.168616,90.35126004,833.2254594,54.20914845,822.3478183,183.3406056,61.00958827,471.1528153,336.4537852,70.94305752,28.06147748,166.2517882
8941.05012,12942.95593,2368.151164,6209.048398,171.5679552,476.4155265,109.4139822,407.4734215,1270.750947,107.0895771,368.4581604,539.0733968,174.1746382,69.3835324,411.0436551,3178.786581,7285.856471,4324.595348,2091.168616,85.75531031,813.791669,25.16981727,796.0473986,538.4945907,61.5093691,503.4181474,324.2518026,88.24636551,27.23560337,160.860003
8820.242864,13222.81362,2489.901703,6153.326649,164.0273093,476.4155265,185.9995813,312.3962898,1270.750947,92.09771776,327.751798,513.4489434,174.1746382,69.3835324,424.9966552,3041.783263,9468.188139,3148.547991,2091.168616,81.16164258,729.560495,58.08090947,675.5920332,535.6090848,61.5093691,404.7593269,300.8709516,109.0133663,40.44129719,195.911684
7467.890977,15627.95624,3107.046243,6129.766446,160.2569863,443.6614767,204.2427429,301.3546698,519.7303248,44.97792786,325.6160778,510.381521,159.4106477,64.70558918,320.2772315,3917.830466,15023.9539,3338.982647,2091.168616,79.63042,698.463718,29.04157829,890.1884139,591.9134435,44.50691351,366.0348541,312.0605896,87.38145271,30.53744142,135.6983386
10463.94377,21084.87302,2975.390576,6144.47599,164.0273093,443.6614767,908.1402408,303.0642388,559.1898513,98.52330387,324.5366105,365.8788008,147.6095677,63.14658839,352.5649828,9724.449043,10760.21143,3692.080239,2091.168616,79.63042,785.28516,17.42449755,722.6625408,580.3566224,51.00736675,452.706805,388.2879796,96.0326015,25.58551353,207.5888083
10025.85333,15449.19251,2355.357039,6138.617104,192.3079539,443.6614767,908.1402408,186.7664936,1346.936569,26.772688,330.9669854,336.1540174,137.7702782,66.26553083,318.5289571,8854.284468,9149.414694,4122.966988,4294.004451,84.22408773,752.8864682,23.23281321,814.0453553,534.1589331,60.50870661,224.9765324,310.0251309,107.2754574,24.75963943,244.437751
8881.795474,13482.32923,3436.804483,6147.467762,213.0479526,443.6614767,809.6643991,307.298951,551.0175941,81.38840757,405.9493353,446.8420578,119.0725943,70.16350323,321.1513687,4067.837488,19832.45906,3514.114519,4294.004451,114.8531033,738.6332137,120.0358271,890.1884139,519.7314036,60.50870661,232.3468373,294.7753451,109.0133663,24.75963943,195.0079761
9329.406057,19056.82939,5962.061992,6156.193763,179.1107494,443.6614767,620.0037752,261.4699542,1287.081444,89.95585572,325.6160778,428.3853565,119.0725943,73.28150481,520.1226997,7912.754324,14757.54382,2927.507764,4294.004451,110.2571535,796.9481465,60.01791353,1413.50826,194.8974267,34.50469199,343.9138153,309.0020168,108.1444119,27.23560337,201.3034692
8988.322525,32251.44149,5060.420147,6162.05265,169.6838679,443.6614767,765.9025293,219.8599855,1287.081444,74.96282146,464.855748,525.749933,108.2422972,63.92655921,379.6189759,12270.69827,8513.048932,2946.919631,4294.004451,105.6634858,583.1357671,85.18548369,802.9707612,531.2734272,55.50869669,440.7199355,345.597195,102.9508935,29.71156731,148.2791708
15004.3926,24250.22378,4304.466235,6147.467762,186.6513953,443.6614767,2439.867735,318.3405711,1287.081444,164.9222019,334.1821729,445.8091502,100.3718768,63.14658839,353.43912,7086.39985,8756.755102,3387.583158,4294.004451,93.4137052,206.0415756,0,859.7228323,248.3162795,7.501115723,250.7928476,771.503467,99.49326309,30.53744142,204.8979927
36176.5209,74578.37631,4103.474667,6162.05265,262.075041,443.6614767,1779.794158,331.076076,521.0900314,457.2752083,321.3330302,694.8546326,95.45122083,60.80761678,345.5829502,5378.115545,9884.207827,2338.067161,4294.004451,90.35126004,759.3689189,102.6117789,868.0252953,610.6766306,29.50468207,308.8744949,631.2291303,104.6888023,31.36248634,187.8189291
25252.9843,45387.49306,4562.13715,6191.347082,394.047086,443.6614767,816.9554586,263.1638391,534.701115,1175.850536,326.6839379,1662.35512,84.62699111,59.24861599,358.6728782,3549.082553,13535.73205,1602.825025,4294.004451,88.82003747,777.5143561,54.20914845,811.2732242,558.7079294,82.01249213,352.2054083,569.2176423,92.5719399,30.53744142,188.722637
15885.33356,37634.38707,4491.287966,6214.907285,452.481721,443.6614767,412.1310155,231.748548,1291.160564,926.3347699,344.8955953,1592.659945,83.64306215,62.36755843,347.3312246,3948.327249,14777.22929,1599.991175,26598.71696,85.75531031,782.694892,54.20914845,736.5092661,580.3566224,15.00223145,687.8276306,543.8121022,85.65061671,31.36248634,187.8189291
15051.665,41833.79352,5081.606116,6203.189512,284.6969787,443.6614767,412.1310155,216.4722157,1291.160564,360.8972912,601.9596981,776.8403636,113.1669982,58.46958602,458.1696087,3672.92736,19602.7952,1734.88239,26598.71696,84.22408773,781.3929772,32.9133393,658.9871071,534.1589331,12.50222648,485.9035492,701.3609138,77.86438072,33.01340536,159.9664491
18986.10786,39781.09283,6770.292972,6217.774399,248.8627982,416.8500797,273.5388337,196.0985446,1291.160564,351.2512751,624.4427959,929.5437436,137.7702782,58.46958602,473.8708833,3814.265246,15840.2449,2345.151784,26598.71696,84.22408773,838.4195569,56.14615251,591.1465116,225.2174348,44.50691351,561.5099187,711.5274377,78.72929351,32.18753125,226.4651336
16614.28061,34410.47578,6172.958689,6681.249714,312.9690301,415.3682753,248.0046127,227.5138358,1291.160564,293.422175,687.6438633,764.539374,116.1197963,56.13061441,334.2412967,5659.398063,11279.90795,3398.776862,26598.71696,90.35126004,807.3092183,60.01791353,674.2129328,552.9369176,61.5093691,586.4049459,696.2776519,76.13455512,32.18753125,180.6298821
18421.46525,44934.41949,4865.068999,8616.926068,280.9159141,415.3682753,320.9462333,233.4424329,1291.160564,228.0971453,831.166581,898.7964861,105.2894991,54.57161362,378.7448387,8304.877944,11837.26934,3484.925873,26598.71696,88.82003747,739.9351284,0,674.2129328,228.1029407,92.01361281,277.530451,686.111128,67.48239593,28.88652239,191.4134526
53496.60477,111514.6602,4587.587827,10822.48517,424.2096697,415.3682753,218.8248618,259.7603852,1289.800857,331.9827411,789.3923585,866.0042804,100.3718768,54.57161362,404.9246947,62348.11997,11268.2279,3058.148206,26598.71696,85.75531031,759.3689189,36.78510032,629.9145562,519.7314036,52.00802924,1105.545735,653.5868672,70.94305752,29.71156731,207.5888083
5041.569145,4587.292904,3056.695173,5414.857643,136.7306008,562.3601774,39.23055389,611.3356053,833.2758626,281.4968324,387.0876761,1152.474402,257.1664668,40.33644045,644.4714829,1146.973198,3330.51976,3225.486992,323.3906367,55.15139678,626.7634738,102.0207904,958.5862217,246.1558494,34.45625508,306.9205542,600.4495484,32.72825979,29.20990683,189.8700414
4473.151305,6653.863194,2972.226437,3389.303477,134.6574602,483.0682105,39.23055389,660.1916371,837.0746305,203.5767609,387.0876761,2256.016114,424.4242766,281.4198709,589.4119042,1561.063791,4236.445282,3136.36244,323.3906367,55.15139678,704.3358962,84.36304345,737.8187149,820.5342955,40.36335619,306.9205542,503.0060015,87.27535944,29.94042399,212.1581178
4321.157392,6380.015662,2803.564109,3401.02125,130.5154758,429.39911,24.14116333,595.0554893,858.5355666,199.6760577,720.2019889,2112.556735,837.2396073,238.2721484,669.3014054,1473.582915,3739.583914,2958.396719,323.3906367,55.15139678,729.3570709,76.51615461,966.721521,246.1558494,0,571.0568933,499.0643195,410.5910792,26.28949658,151.5386116
4481.194179,8357.66641,3050.091754,4065.817875,128.4423353,411.0926524,0,636.5086169,820.6600282,229.8712603,681.120631,1111.784106,367.3806669,95.68520233,509.5334681,2105.361717,3014.371044,3218.544062,323.3906367,57.19378755,628.0111422,58.85840762,1055.025738,246.1558494,37.40980564,540.067191,541.3889371,166.6169627,27.01918455,192.550703
3809.860375,11219.27295,2985.433275,3253.801146,124.3003508,517.2268873,55.82779759,799.3411443,814.3380934,174.344985,1381.834173,948.845551,245.5676332,75.04467166,681.1741803,2362.958915,5590.018488,3150.389993,2788.866587,61.28085109,527.940005,107.9059571,977.1692513,820.5342955,131.9135159,1095.624171,432.131114,117.0259346,25.55897943,210.3710101
3416.087808,20987.78582,3545.623327,3244.077888,124.3003508,587.9676085,34.70389185,614.2999038,813.07651,238.6360934,936.0722279,801.2232414,220.4284001,63.78825317,681.1741803,1748.069449,4007.962545,3741.389213,2788.866587,96.00605817,683.0577265,105.9442349,937.6629004,238.8311037,125.0222648,742.2241255,495.1334072,96.20134032,26.28949658,164.0179036
7056.062979,18540.57208,3494.309258,2885.314586,124.3003508,536.737311,202.1795282,987.3309992,1409.048527,332.1472286,732.2966651,776.7881966,200.1228571,56.28397417,578.612437,717.6187335,4711.25892,3687.262696,2788.866587,238.99395,550.4522815,523.8449961,1045.734223,813.1947523,105.3370651,580.6443641,553.2032132,79.34160327,38.70331312,307.5449924
18232.70391,19226.34671,2754.863893,2477.934993,122.2272103,475.7518016,1386.63541,740.1179095,2609.655435,855.1939327,878.3845686,683.1274804,175.9544069,54.40790443,483.6191728,3177.238521,7155.276159,2906.962359,2788.866587,194.0522251,564.2173179,639.5933478,1144.48617,801.4751591,95.49226349,696.4836893,528.5946252,73.39128615,72.29549371,237.1167018
12408.02142,20608.68344,1784.711575,2526.675942,134.6574602,428.1642731,585.4410507,902.9504369,1414.094861,581.4985068,878.3845686,628.1538463,158.5511004,51.5937998,481.4614924,1111.70839,10110.32831,1883.234388,2788.866587,124.6018109,529.1876734,408.0741734,960.9125829,216.8568664,75.80376118,696.4836893,506.9369138,68.43218334,51.84847601,224.6374098
9178.232846,23565.99022,2072.097875,2551.981345,186.4494521,420.8478642,285.1735031,794.8868544,1415.356445,423.6962631,779.7584034,598.6272977,141.1477938,49.71773005,595.8849455,1548.67931,5893.306027,2186.456237,2788.866587,93.9613854,597.9992942,225.6317607,910.9445714,230.0414088,23.62730361,618.2754401,541.3889371,61.4896415,44.545792,258.5112243
7305.884507,17753.08706,3206.922957,2557.840231,325.25749,414.7508569,158.4331713,688.3132632,814.3380934,413.9562542,768.5923011,543.6536636,117.9501266,45.02661483,549.4671536,2347.63312,6988.868283,3384.040847,2788.866587,81.70704079,716.8397027,184.4221117,1005.057726,237.3661545,50.20705693,609.4169006,609.3129479,62.48186622,44.545792,238.9038095
7118.10801,16416.98233,4750.334593,2560.707346,256.8760772,402.5568421,155.4081572,824.4984718,1417.879611,410.0673001,649.4910793,580.3062308,145.0208132,50.65576493,494.41864,4899.145754,15303.48764,5012.653898,1143.818879,73.53519571,856.9582809,111.8316486,1044.564077,813.1947523,59.06770859,514.979807,589.6260775,189.4320689,46.00599713,227.3079174
6350.259712,13840.62721,3656.368167,2552.978602,285.9000448,402.5568421,98.07560907,734.2049965,815.5996769,408.1169485,746.2600966,548.7451674,155.6488639,41.27447533,553.7935795,4958.900874,6948.841153,3858.285486,1143.818879,69.45041417,843.1932445,68.66701867,893.5177573,237.3661545,33.47210518,591.7099455,588.6460418,255.8767716,45.27547997,246.9254862
5157.616333,17185.97456,3229.347067,2537.396457,335.6124511,390.3628273,95.05835147,818.5855588,1430.495446,404.2162453,745.3315226,539.5846339,142.1185767,45.02661483,496.5763205,2031.674057,4024.760816,3407.703487,1143.818879,69.45041417,821.9286364,225.6317607,1061.990891,237.3661545,63.98955896,590.9708902,499.0643195,137.8606331,43.81527485,222.8604561
3618.636932,16247.46501,3717.03708,2548.989573,327.3198889,439.1543219,79.96896092,695.7161675,1058.019944,335.0610069,604.8266703,510.0580853,125.6860531,44.08857995,496.5763205,2821.494313,6426.257431,3922.330475,1143.818879,67.4080234,788.1466602,88.28648787,835.4144464,237.3661545,33.47210518,479.5658969,645.7358122,111.0746071,37.97362516,238.9038095
2631.989622,12452.74265,2903.715965,2552.978602,329.4037711,463.5423514,81.47836537,737.1692951,821.9216117,356.4913764,738.8082903,482.5660515,120.8523631,44.08857995,457.7159426,2933.419057,5192.634382,3064.099289,1143.818879,81.70704079,658.0365518,129.4893956,1085.226643,237.3661545,52.17645758,585.8076272,596.5186361,113.065119,37.243108,224.6374098
6804.435907,15069.62781,2011.428963,2560.707346,316.9649279,562.3601774,52.81053999,851.1457906,1001.192619,320.4568681,455.0128637,468.3140143,136.3141038,39.39840558,680.0898076,2576.126789,6299.74545,2122.411248,1143.818879,114.3898571,664.3020167,90.25045719,1009.710449,237.3661545,178.1927799,360.7804746,479.3774491,135.8701211,35.05238572,195.2212105
3646.376642,15960.82662,3231.960921,2557.840231,254.8136783,501.3592327,51.30113555,529.9350257,1350.931584,312.6672108,583.4230397,591.5012791,204.9565471,55.3459393,496.5763205,1344.784316,5295.786267,3410.395643,1143.818879,185.882662,580.4776911,100.0590682,898.1704798,237.3661545,254.9762876,462.5979972,666.4027183,120.9968544,32.13114627,217.5092869
5234.433991,21568.76792,4009.651087,2548.989573,215.456233,708.7346611,54.31839315,720.8891791,824.4447785,296.1009712,1131.479018,515.1495891,171.1207169,207.3085298,439.3590614,2421.165975,6793.982089,4231.078329,766.5791695,312.5200177,685.5666247,103.9825127,944.6419843,237.3661545,167.3605259,897.1625132,712.6690177,118.0161385,29.94042399,215.7221792
5288.272007,24860.48615,2802.188396,2563.699118,190.5935848,531.8597051,60.35445963,661.6659444,965.8542647,339.9368859,598.303438,497.8405629,175.9544069,136.0197611,439.3590614,2508.631369,10421.3588,2956.979795,766.5791695,373.8145608,663.0407867,78.47787682,966.721521,237.3661545,167.3605259,474.4026339,480.3682544,93.22668697,30.67094115,186.30598
5013.829435,30195.65867,2695.433121,2632.883841,188.5204443,464.7617529,28.66782537,698.6804661,1002.46822,287.3361381,1083.100312,463.2225105,140.1871232,99.43922354,439.3590614,1971.918938,11953.01993,2844.334295,766.5791695,222.6502599,414.0902698,103.9825127,891.191396,238.8311037,123.0627717,858.7923819,523.6729076,93.22668697,28.48021887,229.9885789
5863.419599,35831.33917,2504.346682,2753.801284,333.5285689,502.5786341,45.26506907,714.960582,999.9310352,281.4968324,1083.100312,599.6497718,138.2556696,83.48792639,439.3590614,3046.891861,10491.04538,2642.705935,766.5791695,157.2846273,537.9484749,64.74357425,937.6629004,237.3661545,66.94310952,858.7923819,415.3951202,111.0746071,29.20990683,207.7005025
5066.190189,24156.21872,1858.449754,2762.527285,443.3298259,452.5677381,43.75721592,754.9237182,873.6885855,273.707175,736.9511423,866.3798831,246.5283038,80.67382176,386.4682282,2695.637028,9725.805378,1961.165237,766.5791695,128.6865925,595.4903959,80.43959903,776.1688503,814.6744989,41.3475061,584.3396406,416.3751558,123.9674661,27.01918455,206.8069487
2927.606292,19563.8403,2472.705299,2765.3944,304.5260846,392.8016303,43.75721592,637.9829241,863.5819004,257.1409355,360.1009944,1547.483282,542.3642909,76.92168227,454.4738894,2093.132042,7908.967347,2609.266516,766.5791695,114.3898571,545.4480465,62.78185204,808.6961174,496.7065463,67.92725942,285.5284467,416.3751558,127.9383858,31.40062912,181.8483647
4576.06727,22767.71773,2329.080934,2761.530028,256.8760772,490.3846194,13.57967585,664.6302429,819.3984448,258.1161113,593.660568,945.788562,309.3763865,75.04467166,450.1585286,2125.331692,6840.439808,2457.655591,766.5791695,108.2604028,633.0153771,80.43959903,776.1688503,246.1558494,79.74146164,470.7174814,419.3368021,149.753184,25.55897943,195.2212105
5169.106153,28409.56249,2053.525759,2741.086254,236.1661551,295.2032057,70.91563685,635.0343096,821.9216117,252.2768056,744.3913414,1062.851416,320.0044372,162.288501,455.5582622,1800.239074,7535.993229,2167.044371,2560.200557,98.04844894,411.5949332,58.85840762,479.8712186,398.5401558,71.86606072,590.241959,434.1019549,128.9285897,30.67094115,212.1581178
5172.388959,25846.76876,2216.960381,2729.368481,447.476107,128.085005,101.0928667,546.2151416,1431.757029,387.6617548,833.7201595,922.3759914,308.4056036,180.108341,486.861226,2984.040622,6159.191165,2339.484086,2560.200557,93.9613854,601.7422992,58.85840762,807.5399019,747.2720406,104.3529152,661.0697792,463.6322606,100.1682184,32.13114627,279.012193
7941.435727,30224.93893,2235.532497,2715.780851,731.2922696,437.9349204,205.2045422,652.7887328,2040.260776,563.9570914,587.1373357,695.3450028,227.1935437,121.0130848,520.3218702,812.700584,4468.733878,2358.895952,2560.200557,93.9613854,778.1381903,80.43959903,597.2201255,807.3349557,49.22290702,465.5542184,441.9745492,92.23446224,42.35506972,390.4424211
8686.468524,36638.85806,2786.367705,2703.065821,428.8285838,415.9702583,307.8068133,609.861298,2040.260776,563.9570914,493.1656476,658.6924356,206.8880007,121.0130848,497.6496282,2953.234226,3401.518704,2940.260085,2560.200557,114.3898571,836.9413412,56.89668541,654.1672209,342.8572907,71.86606072,391.0311217,380.9430969,85.29192039,58.42064286,374.3990677
12326.27955,26097.96262,1289.083702,2706.930193,335.6124511,431.837913,2936.280296,640.9472227,2040.260776,563.9570914,511.771949,618.9933128,188.5240235,93.80631001,495.4919477,2620.556114,3964.129556,1360.275884,2560.200557,118.4746386,708.0789012,56.89668541,747.1102298,423.4442914,80.72561155,405.7919796,441.9745492,85.29192039,56.22992058,282.5762544
9379.140566,20080.0976,1203.418097,2714.783594,294.1711236,476.9712031,6893.929434,670.55884,2040.260776,563.9570914,904.4426762,538.5621598,174.0229534,350.8363333,507.3647226,2441.13595,4161.509244,1269.86193,2560.200557,122.5594202,633.0153771,56.89668541,684.3681266,819.0693464,97.46166414,717.1367415,506.9369138,85.29192039,210.3159727,417.1881128
50705.54515,48973.74119,24013.04332,33448.14418,69.23147125,1557.440892,39.71599569,5261.056966,839.7353119,274.5556496,4164.23565,1686.07876,56.0746927,596.9639099,1954.742023,7815.549224,6037.019278,6711.923959,4009.188584,40.46132081,912.8681469,2698.4479,763.4766787,175.7121618,901.7413751,473.9119256,1179.723386,310.5125151,590.7673268,415.6868311
36789.07226,44780.9785,22012.15759,23770.65599,69.8784407,1748.916724,36.26291,8794.025901,831.1371139,290.5242705,9668.51032,1375.047341,73.3993508,1829.859925,2270.728023,7769.967954,6360.694257,7058.604473,2064.521809,37.39611178,830.7100137,1323.002697,733.3515836,175.7121618,722.2111674,588.5462844,962.0865754,228.4742764,455.0509174,403.3912929
25008.98619,38517.2021,14761.1602,16706.10757,68.58450179,1703.43662,74.68399856,5717.343734,325.74995,513.9977715,6721.932255,1660.190295,64.73649015,1966.327493,2212.336942,7224.085078,9379.151623,6160.926031,2064.521809,34.94380414,723.9901312,667.5650132,820.908843,314.2135697,767.0905436,515.4292744,1161.581888,208.5433375,718.4950779,402.2786772
20241.16014,35624.27701,10730.41373,12530.25435,97.05361763,1508.745023,1086.987294,2673.047694,1279.819587,0,3350.914264,1994.767889,470.0250445,571.326939,1399.428706,6696.474433,6055.001221,5504.629033,2064.521809,34.33090275,603.4548112,514.287741,1563.706767,528.5164237,697.7326625,471.2042724,1395.659814,214.6713217,562.2472117,404.5039085
15861.32159,27413.28096,8962.937838,9888.571333,450.9762473,1435.333704,1690.083404,2172.155492,969.4916517,334.1577176,2689.752959,1609.52287,1143.884606,445.1592353,1210.011083,5742.544852,5551.924993,4841.896231,2064.521809,33.10509997,641.8407419,409.402728,1749.160663,184.673831,755.8738753,309.6165102,1126.142967,152.576014,418.5572742,438.0299699
13216.13091,21248.94568,7879.111321,7682.078874,353.2748402,1357.971588,464.9451311,2357.729993,621.4203645,322.4490564,1318.930107,1667.217164,499.6561105,402.0778553,1067.175842,6336.789555,5420.928627,4783.50875,2064.521809,36.17030899,695.5897888,272.2562088,1431.835056,518.8647853,670.1927565,193.1770493,1166.536242,170.9719588,351.2588808,368.7526158
12140.57065,18466.62349,7037.226176,6360.518786,238.099518,1334.81808,375.1465357,1975.255781,1093.320804,273.4968877,2676.685537,1706.049862,1658.999478,358.9964752,997.911189,5900.54006,4498.308572,4164.275785,2064.521809,34.94380414,838.3871998,298.4774621,1068.468461,169.5103695,671.2089892,428.7739984,1193.742373,180.1699312,318.1846254,401.1547084
11550.24031,15913.62471,6476.881589,5479.269142,173.4025728,1267.838291,2212.454452,1423.300788,629.1596865,356.5038221,2628.436593,2371.876533,2726.228187,312.8386586,1046.613918,5392.989145,4599.92746,4118.682373,2064.521809,34.33090275,1758.145578,286.3735443,1033.64004,500.9493776,643.6690833,510.013968,1659.525027,754.4136182,301.0876864,404.5039085
10170.18354,15088.66923,5523.845068,4865.960349,143.6370581,1268.573323,2766.325723,1768.521019,1221.397144,386.2986281,2819.421995,9594.511788,4108.054399,277.9723783,871.2775704,5210.366149,6185.997587,3814.726297,1418.435332,34.33090275,1772.74797,215.7962318,831.2581428,498.8874006,699.7651278,522.6496828,6713.088229,2651.222603,280.5562296,386.6339388
9404.816817,15209.41917,5269.669801,4198.308875,127.4669218,1219.969333,5516.671742,1554.534148,1209.316251,948.1898064,2188.793224,5987.87874,1396.817172,252.3241384,798.7617193,5316.325223,6010.464548,3944.295329,1418.435332,38.62261663,2739.391396,215.7962318,865.1538362,157.796754,1019.052736,537.1008739,4189.670696,1577.086505,260.0247728,439.1539388
10393.15356,15990.74232,4934.203522,4000.788952,110.6407961,1181.655791,4828.9934,1551.355141,2572.475123,1783.577872,1691.351641,7949.608015,2310.521447,223.610731,715.4266642,5669.555237,8777.3838,3784.873468,1418.435332,41.68782565,1689.855346,215.7962318,963.0603955,559.5253853,829.322093,538.9059761,5562.210192,2107.618837,244.0625864,379.9241852
8783.251032,13424.55238,5293.976619,3930.368024,106.7622593,1166.495756,1691.369127,1470.290477,6925.84374,4165.169389,1665.468093,3865.887536,1715.029517,220.5342945,968.6830277,4914.634077,6183.17484,3626.847324,1418.435332,45.97883747,1470.294817,193.6111786,807.7216719,877.2125931,727.3177367,606.6076797,2704.832513,887.0586933,225.8157648,419.0360313
9221.529561,13431.65532,4219.727954,3665.930255,135.2239953,1160.891138,1275.713121,1312.234251,2855.243521,1506.929611,3234.187002,2955.106672,1031.229143,202.0644065,666.713062,5954.363694,7298.473509,3847.448099,1418.435332,72.34061799,1176.935369,149.2410722,915.9874536,918.5314396,663.041019,617.4382924,2067.616984,596.477117,220.1117418,349.7586772
11101.35352,18953.68208,4923.659836,3438.40958,247.8081597,1208.760095,909.5942,1842.333574,2632.690823,2725.377739,2412.698478,2625.090379,762.7102318,242.06935,700.2689049,6336.789555,4855.229237,3504.411956,1418.435332,129.965986,959.7357069,149.2410722,1133.461667,663.5759162,621.2230438,522.6496828,1836.780796,483.0074759,220.1117418,308.4102466
9725.029279,16258.62455,5917.744294,3605.928751,343.5661985,1278.95565,758.4941498,1620.995251,15407.85749,14319.44355,3198.879833,1945.333248,571.6871376,309.7622221,900.4948582,5233.206437,5685.848653,3481.61525,1418.435332,105.4429097,915.9285286,169.4103666,1174.839021,921.3071779,505.9568508,570.4952632,1361.040502,404.0392253,172.2100526,387.7465544
8371.394942,14015.11092,4924.867128,3088.191216,296.982758,1207.933184,657.4822096,1537.546332,6067.250909,3718.247299,2832.363769,2083.158506,462.2743996,243.0948289,803.089401,5418.510684,4873.315726,3538.529475,1675.859824,82.7592396,879.8160244,159.32689,1009.230378,556.0755392,562.0655983,640.0020689,1457.558654,382.5732923,144.8398202,359.8062777
8797.591835,14346.91958,4544.650548,2969.535546,718.1934905,1294.942595,519.3312308,1475.953082,3350.371364,2037.929853,2715.636507,2165.631759,444.4978864,220.5342945,528.1728822,9361.042256,4248.652289,4107.981879,1675.859824,74.79081943,851.4419138,163.3607489,1734.078271,519.5547545,545.7423607,830.4714651,1515.298283,379.5033041,152.8284784,382.1607697
10145.62737,16099.3158,5761.118243,3619.132674,769.3114571,1365.13815,480.4840167,2130.828409,3834.267752,3517.082534,2888.9055,2119.648914,403.0122675,250.2731807,807.4170826,6127.75127,4441.330902,3977.714989,1675.859824,121.9975659,857.5801652,163.3607489,2071.050679,1561.392418,575.314732,1320.62931,1483.125566,373.3753199,145.9806248,232.4231389
