Parameter,Region,Crop,Input,Level
BETA_DEC,D07,SUBTRP,LAND,0
BETA_DEC,D07,SUBTRP,WATER,0
BETA_DEC,D07,SUBTRP,LABOR,0
BETA_DEC,D07,SUBTRP,SUPPL,0
BETA_DEC,D07,VINE,LAND,0.02835867
BETA_DEC,D07,VINE,WATER,0.969816605
BETA_DEC,D07,VINE,LABOR,0.00173509
BETA_DEC,D07,VINE,SUPPL,8.96354E-05
BETA_DEC,D08,ALFAL,LAND,0.001059448
BETA_DEC,D08,ALFAL,WATER,0.998940552
BETA_DEC,D08,ALFAL,LABOR,0
BETA_DEC,D08,ALFAL,SUPPL,0
BETA_DEC,D08,ALPIS,LAND,0.030308771
BETA_DEC,D08,ALPIS,WATER,0.969691229
BETA_DEC,D08,ALPIS,LABOR,0
BETA_DEC,D08,ALPIS,SUPPL,6E-10
BETA_DEC,D08,CORN,LAND,0.197212868
BETA_DEC,D08,CORN,WATER,0.802785634
BETA_DEC,D08,CORN,LABOR,7E-10
BETA_DEC,D08,CORN,SUPPL,1.4981E-06
BETA_DEC,D08,COTTN,LAND,0.021404296
BETA_DEC,D08,COTTN,WATER,0.978595704
BETA_DEC,D08,COTTN,LABOR,0
BETA_DEC,D08,COTTN,SUPPL,0
BETA_DEC,D08,CUCUR,LAND,1.3053E-06
BETA_DEC,D08,CUCUR,WATER,6.036E-07
BETA_DEC,D08,CUCUR,LABOR,0.987040311
BETA_DEC,D08,CUCUR,SUPPL,0.01295778
BETA_DEC,D08,DRYBN,LAND,0
BETA_DEC,D08,DRYBN,WATER,0
BETA_DEC,D08,DRYBN,LABOR,0
BETA_DEC,D08,DRYBN,SUPPL,0
BETA_DEC,D08,FRTOM,LAND,0
BETA_DEC,D08,FRTOM,WATER,0
BETA_DEC,D08,FRTOM,LABOR,0
BETA_DEC,D08,FRTOM,SUPPL,0
BETA_DEC,D08,GRAIN,LAND,0.75834002
BETA_DEC,D08,GRAIN,WATER,0.24165998
BETA_DEC,D08,GRAIN,LABOR,0
BETA_DEC,D08,GRAIN,SUPPL,1E-10
BETA_DEC,D08,ONGAR,LAND,0.151147077
BETA_DEC,D08,ONGAR,WATER,0.845310095
BETA_DEC,D08,ONGAR,LABOR,4.2979E-06
BETA_DEC,D08,ONGAR,SUPPL,0.00353853
BETA_DEC,D08,OTHDEC,LAND,0.072222781
BETA_DEC,D08,OTHDEC,WATER,0.927777208
BETA_DEC,D08,OTHDEC,LABOR,0
BETA_DEC,D08,OTHDEC,SUPPL,0.000000011
BETA_DEC,D08,OTHFLD,LAND,0.041430219
BETA_DEC,D08,OTHFLD,WATER,0.958565182
BETA_DEC,D08,OTHFLD,LABOR,4.39E-08
BETA_DEC,D08,OTHFLD,SUPPL,4.5553E-06
BETA_DEC,D08,OTHTRK,LAND,0
BETA_DEC,D08,OTHTRK,WATER,0
BETA_DEC,D08,OTHTRK,LABOR,0
BETA_DEC,D08,OTHTRK,SUPPL,0
BETA_DEC,D08,PASTR,LAND,0
BETA_DEC,D08,PASTR,WATER,0
BETA_DEC,D08,PASTR,LABOR,0
BETA_DEC,D08,PASTR,SUPPL,0
BETA_DEC,D08,POTATO,LAND,0
BETA_DEC,D08,POTATO,WATER,0
BETA_DEC,D08,POTATO,LABOR,0
BETA_DEC,D08,POTATO,SUPPL,0
BETA_DEC,D08,PRTOM,LAND,0.437957777
BETA_DEC,D08,PRTOM,WATER,0.561919627
BETA_DEC,D08,PRTOM,LABOR,4.464E-07
BETA_DEC,D08,PRTOM,SUPPL,0.00012215
BETA_DEC,D08,RICE,LAND,0
BETA_DEC,D08,RICE,WATER,0
BETA_DEC,D08,RICE,LABOR,0
BETA_DEC,D08,RICE,SUPPL,0
BETA_DEC,D08,SAFLR,LAND,0
BETA_DEC,D08,SAFLR,WATER,0
BETA_DEC,D08,SAFLR,LABOR,0
BETA_DEC,D08,SAFLR,SUPPL,0
BETA_DEC,D08,SBEET,LAND,0
BETA_DEC,D08,SBEET,WATER,0
BETA_DEC,D08,SBEET,LABOR,0
BETA_DEC,D08,SBEET,SUPPL,0
BETA_DEC,D08,SUBTRP,LAND,0.002932112
BETA_DEC,D08,SUBTRP,WATER,0.017678358
BETA_DEC,D08,SUBTRP,LABOR,0.003621397
BETA_DEC,D08,SUBTRP,SUPPL,0.975768133
BETA_DEC,D08,VINE,LAND,0.112790637
BETA_DEC,D08,VINE,WATER,0.886518647
BETA_DEC,D08,VINE,LABOR,0.000656786
BETA_DEC,D08,VINE,SUPPL,3.39298E-05
BETA_DEC,D09,ALFAL,LAND,0
BETA_DEC,D09,ALFAL,WATER,0
BETA_DEC,D09,ALFAL,LABOR,0
BETA_DEC,D09,ALFAL,SUPPL,0
BETA_DEC,D09,ALPIS,LAND,0.001310363
BETA_DEC,D09,ALPIS,WATER,0.998689637
BETA_DEC,D09,ALPIS,LABOR,0
BETA_DEC,D09,ALPIS,SUPPL,0
BETA_DEC,D09,CORN,LAND,0
BETA_DEC,D09,CORN,WATER,0
BETA_DEC,D09,CORN,LABOR,0
BETA_DEC,D09,CORN,SUPPL,0
BETA_DEC,D09,COTTN,LAND,0
BETA_DEC,D09,COTTN,WATER,0
BETA_DEC,D09,COTTN,LABOR,0
BETA_DEC,D09,COTTN,SUPPL,0
BETA_DEC,D09,CUCUR,LAND,9.2962E-06
BETA_DEC,D09,CUCUR,WATER,0.000182672
BETA_DEC,D09,CUCUR,LABOR,0.986852715
BETA_DEC,D09,CUCUR,SUPPL,0.012955317
BETA_DEC,D09,DRYBN,LAND,0
BETA_DEC,D09,DRYBN,WATER,0
BETA_DEC,D09,DRYBN,LABOR,0
BETA_DEC,D09,DRYBN,SUPPL,0
BETA_DEC,D09,FRTOM,LAND,0
BETA_DEC,D09,FRTOM,WATER,0
BETA_DEC,D09,FRTOM,LABOR,0
BETA_DEC,D09,FRTOM,SUPPL,0
BETA_DEC,D09,GRAIN,LAND,0.057810979
BETA_DEC,D09,GRAIN,WATER,0.942112889
BETA_DEC,D09,GRAIN,LABOR,0
BETA_DEC,D09,GRAIN,SUPPL,7.61318E-05
BETA_DEC,D09,ONGAR,LAND,0
BETA_DEC,D09,ONGAR,WATER,0
BETA_DEC,D09,ONGAR,LABOR,0
BETA_DEC,D09,ONGAR,SUPPL,0
BETA_DEC,D09,OTHDEC,LAND,0.003893999
BETA_DEC,D09,OTHDEC,WATER,0.99610599
BETA_DEC,D09,OTHDEC,LABOR,0
BETA_DEC,D09,OTHDEC,SUPPL,1.05E-08
BETA_DEC,D09,OTHFLD,LAND,0
BETA_DEC,D09,OTHFLD,WATER,0
BETA_DEC,D09,OTHFLD,LABOR,0
BETA_DEC,D09,OTHFLD,SUPPL,0
BETA_DEC,D09,OTHTRK,LAND,0.0058327
BETA_DEC,D09,OTHTRK,WATER,0.017264457
BETA_DEC,D09,OTHTRK,LABOR,4.99169E-05
BETA_DEC,D09,OTHTRK,SUPPL,0.976852926
BETA_DEC,D09,PASTR,LAND,0
BETA_DEC,D09,PASTR,WATER,0
BETA_DEC,D09,PASTR,LABOR,0
BETA_DEC,D09,PASTR,SUPPL,0
BETA_DEC,D09,POTATO,LAND,0.029921468
BETA_DEC,D09,POTATO,WATER,0.141993657
BETA_DEC,D09,POTATO,LABOR,0.000226962
BETA_DEC,D09,POTATO,SUPPL,0.827857913
BETA_DEC,D09,PRTOM,LAND,0
BETA_DEC,D09,PRTOM,WATER,0
BETA_DEC,D09,PRTOM,LABOR,0
BETA_DEC,D09,PRTOM,SUPPL,0
BETA_DEC,D09,RICE,LAND,0
BETA_DEC,D09,RICE,WATER,0
BETA_DEC,D09,RICE,LABOR,0
BETA_DEC,D09,RICE,SUPPL,0
BETA_DEC,D09,SAFLR,LAND,0
BETA_DEC,D09,SAFLR,WATER,0
BETA_DEC,D09,SAFLR,LABOR,0
BETA_DEC,D09,SAFLR,SUPPL,0
BETA_DEC,D09,SBEET,LAND,0
BETA_DEC,D09,SBEET,WATER,0
BETA_DEC,D09,SBEET,LABOR,0
BETA_DEC,D09,SBEET,SUPPL,0
BETA_DEC,D09,SUBTRP,LAND,0.003558755
BETA_DEC,D09,SUBTRP,WATER,0.996441245
BETA_DEC,D09,SUBTRP,LABOR,0
BETA_DEC,D09,SUBTRP,SUPPL,0
BETA_DEC,D09,VINE,LAND,0.00656493
BETA_DEC,D09,VINE,WATER,0.99343507
BETA_DEC,D09,VINE,LABOR,0
BETA_DEC,D09,VINE,SUPPL,0
BETA_DEC,D10,ALFAL,LAND,0
BETA_DEC,D10,ALFAL,WATER,0
BETA_DEC,D10,ALFAL,LABOR,0
BETA_DEC,D10,ALFAL,SUPPL,0
BETA_DEC,D10,ALPIS,LAND,0
BETA_DEC,D10,ALPIS,WATER,0
BETA_DEC,D10,ALPIS,LABOR,0
BETA_DEC,D10,ALPIS,SUPPL,0
BETA_DEC,D10,CORN,LAND,0
BETA_DEC,D10,CORN,WATER,0
BETA_DEC,D10,CORN,LABOR,0
BETA_DEC,D10,CORN,SUPPL,0
BETA_DEC,D10,COTTN,LAND,0.001011325
BETA_DEC,D10,COTTN,WATER,0.998988676
BETA_DEC,D10,COTTN,LABOR,0
BETA_DEC,D10,COTTN,SUPPL,0
BETA_DEC,D10,CUCUR,LAND,0
BETA_DEC,D10,CUCUR,WATER,0
BETA_DEC,D10,CUCUR,LABOR,0
BETA_DEC,D10,CUCUR,SUPPL,0
BETA_DEC,D10,DRYBN,LAND,0.032769573
BETA_DEC,D10,DRYBN,WATER,0.967223606
BETA_DEC,D10,DRYBN,LABOR,1.93E-08
BETA_DEC,D10,DRYBN,SUPPL,6.8018E-06
BETA_DEC,D10,FRTOM,LAND,0
BETA_DEC,D10,FRTOM,WATER,0
BETA_DEC,D10,FRTOM,LABOR,0
BETA_DEC,D10,FRTOM,SUPPL,0
BETA_DEC,D10,GRAIN,LAND,0.149016699
BETA_DEC,D10,GRAIN,WATER,0.850979499
BETA_DEC,D10,GRAIN,LABOR,0
BETA_DEC,D10,GRAIN,SUPPL,3.8022E-06
BETA_DEC,D10,ONGAR,LAND,0.019011238
BETA_DEC,D10,ONGAR,WATER,0.970328163
BETA_DEC,D10,ONGAR,LABOR,1.29326E-05
BETA_DEC,D10,ONGAR,SUPPL,0.010647667
BETA_DEC,D10,OTHDEC,LAND,0
BETA_DEC,D10,OTHDEC,WATER,0
BETA_DEC,D10,OTHDEC,LABOR,0
BETA_DEC,D10,OTHDEC,SUPPL,0
BETA_DEC,D10,OTHFLD,LAND,0
BETA_DEC,D10,OTHFLD,WATER,0
BETA_DEC,D10,OTHFLD,LABOR,0
BETA_DEC,D10,OTHFLD,SUPPL,0
BETA_DEC,D10,OTHTRK,LAND,0
BETA_DEC,D10,OTHTRK,WATER,0
BETA_DEC,D10,OTHTRK,LABOR,0
BETA_DEC,D10,OTHTRK,SUPPL,0
BETA_DEC,D10,PASTR,LAND,0
BETA_DEC,D10,PASTR,WATER,0
BETA_DEC,D10,PASTR,LABOR,0
BETA_DEC,D10,PASTR,SUPPL,0
BETA_DEC,D10,POTATO,LAND,0
BETA_DEC,D10,POTATO,WATER,0
BETA_DEC,D10,POTATO,LABOR,0
BETA_DEC,D10,POTATO,SUPPL,0
BETA_DEC,D10,PRTOM,LAND,0.076606697
BETA_DEC,D10,PRTOM,WATER,0.923393297
BETA_DEC,D10,PRTOM,LABOR,0
BETA_DEC,D10,PRTOM,SUPPL,6.5E-09
BETA_DEC,D10,RICE,LAND,0
BETA_DEC,D10,RICE,WATER,0
BETA_DEC,D10,RICE,LABOR,0
BETA_DEC,D10,RICE,SUPPL,0
BETA_DEC,D10,SAFLR,LAND,0.001802878
BETA_DEC,D10,SAFLR,WATER,0.998197122
BETA_DEC,D10,SAFLR,LABOR,0
BETA_DEC,D10,SAFLR,SUPPL,0
BETA_DEC,D10,SBEET,LAND,0
BETA_DEC,D10,SBEET,WATER,0
BETA_DEC,D10,SBEET,LABOR,0
BETA_DEC,D10,SBEET,SUPPL,0
BETA_DEC,D10,SUBTRP,LAND,0
BETA_DEC,D10,SUBTRP,WATER,0
BETA_DEC,D10,SUBTRP,LABOR,0
BETA_DEC,D10,SUBTRP,SUPPL,0
BETA_DEC,D10,VINE,LAND,0
BETA_DEC,D10,VINE,WATER,0
BETA_DEC,D10,VINE,LABOR,0
BETA_DEC,D10,VINE,SUPPL,0
BETA_DEC,D11,ALFAL,LAND,0.001079612
BETA_DEC,D11,ALFAL,WATER,0.884496602
BETA_DEC,D11,ALFAL,LABOR,4.01E-08
BETA_DEC,D11,ALFAL,SUPPL,0.114423747
BETA_DEC,D11,ALPIS,LAND,0.009029651
BETA_DEC,D11,ALPIS,WATER,0.99097035
BETA_DEC,D11,ALPIS,LABOR,0
BETA_DEC,D11,ALPIS,SUPPL,0
BETA_DEC,D11,CORN,LAND,0
BETA_DEC,D11,CORN,WATER,0
BETA_DEC,D11,CORN,LABOR,0
BETA_DEC,D11,CORN,SUPPL,0
BETA_DEC,D11,COTTN,LAND,0
BETA_DEC,D11,COTTN,WATER,0
BETA_DEC,D11,COTTN,LABOR,0
BETA_DEC,D11,COTTN,SUPPL,0
BETA_DEC,D11,CUCUR,LAND,0
BETA_DEC,D11,CUCUR,WATER,0
BETA_DEC,D11,CUCUR,LABOR,0
BETA_DEC,D11,CUCUR,SUPPL,0
BETA_DEC,D11,DRYBN,LAND,0
BETA_DEC,D11,DRYBN,WATER,0
BETA_DEC,D11,DRYBN,LABOR,0
BETA_DEC,D11,DRYBN,SUPPL,0
BETA_DEC,D11,FRTOM,LAND,0
BETA_DEC,D11,FRTOM,WATER,0
BETA_DEC,D11,FRTOM,LABOR,0
BETA_DEC,D11,FRTOM,SUPPL,0
BETA_DEC,D11,GRAIN,LAND,0.382271003
BETA_DEC,D11,GRAIN,WATER,0.617728913
BETA_DEC,D11,GRAIN,LABOR,0
BETA_DEC,D11,GRAIN,SUPPL,8.39E-08
BETA_DEC,D11,ONGAR,LAND,0
BETA_DEC,D11,ONGAR,WATER,0
BETA_DEC,D11,ONGAR,LABOR,0
BETA_DEC,D11,ONGAR,SUPPL,0
BETA_DEC,D11,OTHDEC,LAND,0.022862648
BETA_DEC,D11,OTHDEC,WATER,0.977137352
BETA_DEC,D11,OTHDEC,LABOR,0
BETA_DEC,D11,OTHDEC,SUPPL,0
BETA_DEC,D11,OTHFLD,LAND,0
BETA_DEC,D11,OTHFLD,WATER,0
BETA_DEC,D11,OTHFLD,LABOR,0
BETA_DEC,D11,OTHFLD,SUPPL,0
BETA_DEC,D11,OTHTRK,LAND,0
BETA_DEC,D11,OTHTRK,WATER,0
BETA_DEC,D11,OTHTRK,LABOR,0
BETA_DEC,D11,OTHTRK,SUPPL,0
BETA_DEC,D11,PASTR,LAND,0.000285906
BETA_DEC,D11,PASTR,WATER,0.999714094
BETA_DEC,D11,PASTR,LABOR,0
BETA_DEC,D11,PASTR,SUPPL,3E-10
BETA_DEC,D11,POTATO,LAND,0
BETA_DEC,D11,POTATO,WATER,0
BETA_DEC,D11,POTATO,LABOR,0
BETA_DEC,D11,POTATO,SUPPL,0
BETA_DEC,D11,PRTOM,LAND,0
BETA_DEC,D11,PRTOM,WATER,0
BETA_DEC,D11,PRTOM,LABOR,0
BETA_DEC,D11,PRTOM,SUPPL,0
BETA_DEC,D11,RICE,LAND,0
BETA_DEC,D11,RICE,WATER,0
BETA_DEC,D11,RICE,LABOR,0
BETA_DEC,D11,RICE,SUPPL,0
BETA_DEC,D11,SAFLR,LAND,0.022241776
BETA_DEC,D11,SAFLR,WATER,0.977757931
BETA_DEC,D11,SAFLR,LABOR,5.3E-09
BETA_DEC,D11,SAFLR,SUPPL,2.872E-07
BETA_DEC,D11,SBEET,LAND,0
BETA_DEC,D11,SBEET,WATER,0
BETA_DEC,D11,SBEET,LABOR,0
BETA_DEC,D11,SBEET,SUPPL,0
BETA_DEC,D11,SUBTRP,LAND,0
BETA_DEC,D11,SUBTRP,WATER,0
BETA_DEC,D11,SUBTRP,LABOR,0
BETA_DEC,D11,SUBTRP,SUPPL,0
BETA_DEC,D11,VINE,LAND,0.032432028
BETA_DEC,D11,VINE,WATER,0.96746551
BETA_DEC,D11,VINE,LABOR,9.74289E-05
BETA_DEC,D11,VINE,SUPPL,5.0332E-06
BETA_DEC,fk13,ALFAL,LAND,0.001196242
BETA_DEC,fk13,ALFAL,WATER,0.998803758
BETA_DEC,fk13,ALFAL,LABOR,0
BETA_DEC,fk13,ALFAL,SUPPL,0
BETA_DEC,fk13,ALPIS,LAND,0.036364031
BETA_DEC,fk13,ALPIS,WATER,0.963635969
BETA_DEC,fk13,ALPIS,LABOR,0
BETA_DEC,fk13,ALPIS,SUPPL,0
BETA_DEC,fk13,CORN,LAND,0.144171958
BETA_DEC,fk13,CORN,WATER,0.855828042
BETA_DEC,fk13,CORN,LABOR,0
BETA_DEC,fk13,CORN,SUPPL,0
BETA_DEC,fk13,COTTN,LAND,0
BETA_DEC,fk13,COTTN,WATER,0
BETA_DEC,fk13,COTTN,LABOR,0
BETA_DEC,fk13,COTTN,SUPPL,0
BETA_DEC,fk13,CUCUR,LAND,0
BETA_DEC,fk13,CUCUR,WATER,0
BETA_DEC,fk13,CUCUR,LABOR,0
BETA_DEC,fk13,CUCUR,SUPPL,0
BETA_DEC,fk13,DRYBN,LAND,0.248088312
BETA_DEC,fk13,DRYBN,WATER,0.751911688
BETA_DEC,fk13,DRYBN,LABOR,0
BETA_DEC,fk13,DRYBN,SUPPL,0
BETA_DEC,fk13,FRTOM,LAND,0
BETA_DEC,fk13,FRTOM,WATER,0
BETA_DEC,fk13,FRTOM,LABOR,0
BETA_DEC,fk13,FRTOM,SUPPL,0
BETA_DEC,fk13,GRAIN,LAND,0
BETA_DEC,fk13,GRAIN,WATER,0
BETA_DEC,fk13,GRAIN,LABOR,0
BETA_DEC,fk13,GRAIN,SUPPL,0
BETA_DEC,fk13,ONGAR,LAND,0
BETA_DEC,fk13,ONGAR,WATER,0
BETA_DEC,fk13,ONGAR,LABOR,0
BETA_DEC,fk13,ONGAR,SUPPL,0
BETA_DEC,fk13,OTHDEC,LAND,0.063383787
BETA_DEC,fk13,OTHDEC,WATER,0.936616213
BETA_DEC,fk13,OTHDEC,LABOR,0
BETA_DEC,fk13,OTHDEC,SUPPL,0
BETA_DEC,fk13,OTHFLD,LAND,0
BETA_DEC,fk13,OTHFLD,WATER,0
BETA_DEC,fk13,OTHFLD,LABOR,0
BETA_DEC,fk13,OTHFLD,SUPPL,0
BETA_DEC,fk13,OTHTRK,LAND,0.000410895
BETA_DEC,fk13,OTHTRK,WATER,9.507E-07
BETA_DEC,fk13,OTHTRK,LABOR,5.24821E-05
BETA_DEC,fk13,OTHTRK,SUPPL,0.999535672
BETA_DEC,fk13,PASTR,LAND,0.000335931
BETA_DEC,fk13,PASTR,WATER,0.999664012
BETA_DEC,fk13,PASTR,LABOR,3E-10
BETA_DEC,fk13,PASTR,SUPPL,0.000000057
BETA_DEC,fk13,POTATO,LAND,0
BETA_DEC,fk13,POTATO,WATER,0
BETA_DEC,fk13,POTATO,LABOR,0
BETA_DEC,fk13,POTATO,SUPPL,0
BETA_DEC,fk13,PRTOM,LAND,0
BETA_DEC,fk13,PRTOM,WATER,0
BETA_DEC,fk13,PRTOM,LABOR,0
BETA_DEC,fk13,PRTOM,SUPPL,0
BETA_DEC,fk13,RICE,LAND,0
BETA_DEC,fk13,RICE,WATER,0
BETA_DEC,fk13,RICE,LABOR,0
BETA_DEC,fk13,RICE,SUPPL,0
BETA_DEC,fk13,SAFLR,LAND,0
BETA_DEC,fk13,SAFLR,WATER,0
BETA_DEC,fk13,SAFLR,LABOR,0
BETA_DEC,fk13,SAFLR,SUPPL,0
BETA_DEC,fk13,SBEET,LAND,0
BETA_DEC,fk13,SBEET,WATER,0
BETA_DEC,fk13,SBEET,LABOR,0
BETA_DEC,fk13,SBEET,SUPPL,0
BETA_DEC,fk13,SUBTRP,LAND,0.001081323
BETA_DEC,fk13,SUBTRP,WATER,0.009636448
BETA_DEC,fk13,SUBTRP,LABOR,0.003657977
BETA_DEC,fk13,SUBTRP,SUPPL,0.985624252
BETA_DEC,fk13,VINE,LAND,0.080961689
BETA_DEC,fk13,VINE,WATER,0.91898353
BETA_DEC,fk13,VINE,LABOR,5.20899E-05
BETA_DEC,fk13,VINE,SUPPL,0.000002691
BETA_DEC,fk08,ALFAL,LAND,0.000985699
BETA_DEC,fk08,ALFAL,WATER,0.999014003
BETA_DEC,fk08,ALFAL,LABOR,0
BETA_DEC,fk08,ALFAL,SUPPL,0.000000298
BETA_DEC,fk08,ALPIS,LAND,0.015519495
BETA_DEC,fk08,ALPIS,WATER,0.984480505
BETA_DEC,fk08,ALPIS,LABOR,0
BETA_DEC,fk08,ALPIS,SUPPL,0
BETA_DEC,fk08,CORN,LAND,0.067316434
BETA_DEC,fk08,CORN,WATER,0.932683558
BETA_DEC,fk08,CORN,LABOR,0
BETA_DEC,fk08,CORN,SUPPL,8.7E-09
BETA_DEC,fk08,COTTN,LAND,0
BETA_DEC,fk08,COTTN,WATER,0
BETA_DEC,fk08,COTTN,LABOR,0
BETA_DEC,fk08,COTTN,SUPPL,0
BETA_DEC,fk08,CUCUR,LAND,0
BETA_DEC,fk08,CUCUR,WATER,0
BETA_DEC,fk08,CUCUR,LABOR,0
BETA_DEC,fk08,CUCUR,SUPPL,0
BETA_DEC,fk08,DRYBN,LAND,0
BETA_DEC,fk08,DRYBN,WATER,0
BETA_DEC,fk08,DRYBN,LABOR,0
BETA_DEC,fk08,DRYBN,SUPPL,0
BETA_DEC,fk08,FRTOM,LAND,0
BETA_DEC,fk08,FRTOM,WATER,0
BETA_DEC,fk08,FRTOM,LABOR,0
BETA_DEC,fk08,FRTOM,SUPPL,0
BETA_DEC,fk08,GRAIN,LAND,0.247516715
BETA_DEC,fk08,GRAIN,WATER,0.12462439
BETA_DEC,fk08,GRAIN,LABOR,4.73E-08
BETA_DEC,fk08,GRAIN,SUPPL,0.627858848
BETA_DEC,fk08,ONGAR,LAND,0
BETA_DEC,fk08,ONGAR,WATER,0
BETA_DEC,fk08,ONGAR,LABOR,0
BETA_DEC,fk08,ONGAR,SUPPL,0
BETA_DEC,fk08,OTHDEC,LAND,0.027568717
BETA_DEC,fk08,OTHDEC,WATER,0.972431281
BETA_DEC,fk08,OTHDEC,LABOR,0
BETA_DEC,fk08,OTHDEC,SUPPL,0.000000002
BETA_DEC,fk08,OTHFLD,LAND,0
BETA_DEC,fk08,OTHFLD,WATER,0
BETA_DEC,fk08,OTHFLD,LABOR,0
BETA_DEC,fk08,OTHFLD,SUPPL,0
BETA_DEC,fk08,OTHTRK,LAND,0
BETA_DEC,fk08,OTHTRK,WATER,0
BETA_DEC,fk08,OTHTRK,LABOR,0
BETA_DEC,fk08,OTHTRK,SUPPL,0
BETA_DEC,fk08,PASTR,LAND,0
BETA_DEC,fk08,PASTR,WATER,0
BETA_DEC,fk08,PASTR,LABOR,0
BETA_DEC,fk08,PASTR,SUPPL,0
BETA_DEC,fk08,POTATO,LAND,0
BETA_DEC,fk08,POTATO,WATER,0
BETA_DEC,fk08,POTATO,LABOR,0
BETA_DEC,fk08,POTATO,SUPPL,0
BETA_DEC,fk08,PRTOM,LAND,0
BETA_DEC,fk08,PRTOM,WATER,0
BETA_DEC,fk08,PRTOM,LABOR,0
BETA_DEC,fk08,PRTOM,SUPPL,0
BETA_DEC,fk08,RICE,LAND,0
BETA_DEC,fk08,RICE,WATER,0
BETA_DEC,fk08,RICE,LABOR,0
BETA_DEC,fk08,RICE,SUPPL,0
BETA_DEC,fk08,SAFLR,LAND,0
BETA_DEC,fk08,SAFLR,WATER,0
BETA_DEC,fk08,SAFLR,LABOR,0
BETA_DEC,fk08,SAFLR,SUPPL,0
BETA_DEC,fk08,SBEET,LAND,0
BETA_DEC,fk08,SBEET,WATER,0
BETA_DEC,fk08,SBEET,LABOR,0
BETA_DEC,fk08,SBEET,SUPPL,0
BETA_DEC,fk08,SUBTRP,LAND,0.045010084
BETA_DEC,fk08,SUBTRP,WATER,0.954865199
BETA_DEC,fk08,SUBTRP,LABOR,4.612E-07
BETA_DEC,fk08,SUBTRP,SUPPL,0.000124256
BETA_DEC,fk08,VINE,LAND,0.035611185
BETA_DEC,fk08,VINE,WATER,0.964388813
BETA_DEC,fk08,VINE,LABOR,1.3E-09
BETA_DEC,fk08,VINE,SUPPL,0
BETA_DEC,fk01,ALFAL,LAND,0.001349955
BETA_DEC,fk01,ALFAL,WATER,0.990011851
BETA_DEC,fk01,ALFAL,LABOR,0.000000003
BETA_DEC,fk01,ALFAL,SUPPL,0.008638191
BETA_DEC,fk01,ALPIS,LAND,0.020093566
BETA_DEC,fk01,ALPIS,WATER,0.979906434
BETA_DEC,fk01,ALPIS,LABOR,0
BETA_DEC,fk01,ALPIS,SUPPL,0
BETA_DEC,fk01,CORN,LAND,0.062403873
BETA_DEC,fk01,CORN,WATER,0.647309234
BETA_DEC,fk01,CORN,LABOR,0.000129722
BETA_DEC,fk01,CORN,SUPPL,0.290157172
BETA_DEC,fk01,COTTN,LAND,0
BETA_DEC,fk01,COTTN,WATER,0
BETA_DEC,fk01,COTTN,LABOR,0
BETA_DEC,fk01,COTTN,SUPPL,0
BETA_DEC,fk01,CUCUR,LAND,7.2E-09
BETA_DEC,fk01,CUCUR,WATER,1.12E-08
BETA_DEC,fk01,CUCUR,LABOR,0.987042177
BETA_DEC,fk01,CUCUR,SUPPL,0.012957805
BETA_DEC,fk01,DRYBN,LAND,0.152201015
BETA_DEC,fk01,DRYBN,WATER,0.806698832
BETA_DEC,fk01,DRYBN,LABOR,0.000116209
BETA_DEC,fk01,DRYBN,SUPPL,0.040983944
BETA_DEC,fk01,FRTOM,LAND,0
BETA_DEC,fk01,FRTOM,WATER,0
BETA_DEC,fk01,FRTOM,LABOR,0
BETA_DEC,fk01,FRTOM,SUPPL,0
BETA_DEC,fk01,GRAIN,LAND,0
BETA_DEC,fk01,GRAIN,WATER,0
BETA_DEC,fk01,GRAIN,LABOR,0
BETA_DEC,fk01,GRAIN,SUPPL,0
BETA_DEC,fk01,ONGAR,LAND,0
BETA_DEC,fk01,ONGAR,WATER,0
BETA_DEC,fk01,ONGAR,LABOR,0
BETA_DEC,fk01,ONGAR,SUPPL,0
BETA_DEC,fk01,OTHDEC,LAND,0.035405311
BETA_DEC,fk01,OTHDEC,WATER,0.964593477
BETA_DEC,fk01,OTHDEC,LABOR,0
BETA_DEC,fk01,OTHDEC,SUPPL,1.2126E-06
BETA_DEC,fk01,OTHFLD,LAND,0
BETA_DEC,fk01,OTHFLD,WATER,0
BETA_DEC,fk01,OTHFLD,LABOR,0
BETA_DEC,fk01,OTHFLD,SUPPL,0
BETA_DEC,fk01,OTHTRK,LAND,0.779291
BETA_DEC,fk01,OTHTRK,WATER,0.003299417
BETA_DEC,fk01,OTHTRK,LABOR,1.16222E-05
BETA_DEC,fk01,OTHTRK,SUPPL,0.217397961
BETA_DEC,fk01,PASTR,LAND,0
BETA_DEC,fk01,PASTR,WATER,0
BETA_DEC,fk01,PASTR,LABOR,0
BETA_DEC,fk01,PASTR,SUPPL,0
BETA_DEC,fk01,POTATO,LAND,0
BETA_DEC,fk01,POTATO,WATER,0
BETA_DEC,fk01,POTATO,LABOR,0
BETA_DEC,fk01,POTATO,SUPPL,0
BETA_DEC,fk01,PRTOM,LAND,0
BETA_DEC,fk01,PRTOM,WATER,0
BETA_DEC,fk01,PRTOM,LABOR,0
BETA_DEC,fk01,PRTOM,SUPPL,0
BETA_DEC,fk01,RICE,LAND,0
BETA_DEC,fk01,RICE,WATER,0
BETA_DEC,fk01,RICE,LABOR,0
BETA_DEC,fk01,RICE,SUPPL,0
BETA_DEC,fk01,SAFLR,LAND,0
