Parameter,Region,Crop,Input,Level
Beta,D09,RICE,LAND,0
Beta,D09,RICE,WATER,0
Beta,D09,RICE,LABOR,0
Beta,D09,RICE,SUPPL,0
Beta,D09,SAFLR,LAND,0
Beta,D09,SAFLR,WATER,0
Beta,D09,SAFLR,LABOR,0
Beta,D09,SAFLR,SUPPL,0
Beta,D09,SBEET,LAND,0
Beta,D09,SBEET,WATER,0
Beta,D09,SBEET,LABOR,0
Beta,D09,SBEET,SUPPL,0
Beta,D09,SUBTRP,LAND,0
Beta,D09,SUBTRP,WATER,1
Beta,D09,SUBTRP,LABOR,0
Beta,D09,SUBTRP,SUPPL,0
Beta,D09,VINE,LAND,0.01
Beta,D09,VINE,WATER,0.99
Beta,D09,VINE,LABOR,0
Beta,D09,VINE,SUPPL,0
Beta,D10,ALFAL,LAND,0
Beta,D10,ALFAL,WATER,0
Beta,D10,ALFAL,LABOR,0
Beta,D10,ALFAL,SUPPL,0
Beta,D10,ALPIS,LAND,0
Beta,D10,ALPIS,WATER,0
Beta,D10,ALPIS,LABOR,0
Beta,D10,ALPIS,SUPPL,0
Beta,D10,CORN,LAND,0
Beta,D10,CORN,WATER,0
Beta,D10,CORN,LABOR,0
Beta,D10,CORN,SUPPL,0
Beta,D10,COTTN,LAND,0
Beta,D10,COTTN,WATER,1
Beta,D10,COTTN,LABOR,0
Beta,D10,COTTN,SUPPL,0
Beta,D10,CUCUR,LAND,0
Beta,D10,CUCUR,WATER,0
Beta,D10,CUCUR,LABOR,0
Beta,D10,CUCUR,SUPPL,0
Beta,D10,DRYBN,LAND,0.03
Beta,D10,DRYBN,WATER,0.97
Beta,D10,DRYBN,LABOR,0
Beta,D10,DRYBN,SUPPL,0
Beta,D10,FRTOM,LAND,0
Beta,D10,FRTOM,WATER,0
Beta,D10,FRTOM,LABOR,0
Beta,D10,FRTOM,SUPPL,0
Beta,D10,GRAIN,LAND,0.15
Beta,D10,GRAIN,WATER,0.85
Beta,D10,GRAIN,LABOR,0
Beta,D10,GRAIN,SUPPL,0
Beta,D10,ONGAR,LAND,0.02
Beta,D10,ONGAR,WATER,0.97
Beta,D10,ONGAR,LABOR,0
Beta,D10,ONGAR,SUPPL,0.01
Beta,D10,OTHDEC,LAND,0
Beta,D10,OTHDEC,WATER,0
Beta,D10,OTHDEC,LABOR,0
Beta,D10,OTHDEC,SUPPL,0
Beta,D10,OTHFLD,LAND,0
Beta,D10,OTHFLD,WATER,0
Beta,D10,OTHFLD,LABOR,0
Beta,D10,OTHFLD,SUPPL,0
Beta,D10,OTHTRK,LAND,0
Beta,D10,OTHTRK,WATER,0
Beta,D10,OTHTRK,LABOR,0
Beta,D10,OTHTRK,SUPPL,0
Beta,D10,PASTR,LAND,0
Beta,D10,PASTR,WATER,0
Beta,D10,PASTR,LABOR,0
Beta,D10,PASTR,SUPPL,0
Beta,D10,POTATO,LAND,0
Beta,D10,POTATO,WATER,0
Beta,D10,POTATO,LABOR,0
Beta,D10,POTATO,SUPPL,0
Beta,D10,PRTOM,LAND,0.08
Beta,D10,PRTOM,WATER,0.92
Beta,D10,PRTOM,LABOR,0
Beta,D10,PRTOM,SUPPL,0
Beta,D10,RICE,LAND,0
Beta,D10,RICE,WATER,0
Beta,D10,RICE,LABOR,0
Beta,D10,RICE,SUPPL,0
Beta,D10,SAFLR,LAND,0
Beta,D10,SAFLR,WATER,1
Beta,D10,SAFLR,LABOR,0
Beta,D10,SAFLR,SUPPL,0
Beta,D10,SBEET,LAND,0
Beta,D10,SBEET,WATER,0
Beta,D10,SBEET,LABOR,0
Beta,D10,SBEET,SUPPL,0
Beta,D10,SUBTRP,LAND,0
Beta,D10,SUBTRP,WATER,0
Beta,D10,SUBTRP,LABOR,0
Beta,D10,SUBTRP,SUPPL,0
Beta,D10,VINE,LAND,0
Beta,D10,VINE,WATER,0
Beta,D10,VINE,LABOR,0
Beta,D10,VINE,SUPPL,0
Beta,D11,ALFAL,LAND,0
Beta,D11,ALFAL,WATER,0.88
Beta,D11,ALFAL,LABOR,0
Beta,D11,ALFAL,SUPPL,0.11
Beta,D11,ALPIS,LAND,0.01
Beta,D11,ALPIS,WATER,0.99
Beta,D11,ALPIS,LABOR,0
Beta,D11,ALPIS,SUPPL,0
Beta,D11,CORN,LAND,0
Beta,D11,CORN,WATER,0
Beta,D11,CORN,LABOR,0
Beta,D11,CORN,SUPPL,0
Beta,D11,COTTN,LAND,0
Beta,D11,COTTN,WATER,0
Beta,D11,COTTN,LABOR,0
Beta,D11,COTTN,SUPPL,0
Beta,D11,CUCUR,LAND,0
Beta,D11,CUCUR,WATER,0
Beta,D11,CUCUR,LABOR,0
Beta,D11,CUCUR,SUPPL,0
Beta,D11,DRYBN,LAND,0
Beta,D11,DRYBN,WATER,0
Beta,D11,DRYBN,LABOR,0
Beta,D11,DRYBN,SUPPL,0
Beta,D11,FRTOM,LAND,0
Beta,D11,FRTOM,WATER,0
Beta,D11,FRTOM,LABOR,0
Beta,D11,FRTOM,SUPPL,0
Beta,D11,GRAIN,LAND,0.38
Beta,D11,GRAIN,WATER,0.62
Beta,D11,GRAIN,LABOR,0
Beta,D11,GRAIN,SUPPL,0
Beta,D11,ONGAR,LAND,0
Beta,D11,ONGAR,WATER,0
Beta,D11,ONGAR,LABOR,0
Beta,D11,ONGAR,SUPPL,0
Beta,D11,OTHDEC,LAND,0.02
Beta,D11,OTHDEC,WATER,0.98
Beta,D11,OTHDEC,LABOR,0
Beta,D11,OTHDEC,SUPPL,0
Beta,D11,OTHFLD,LAND,0
Beta,D11,OTHFLD,WATER,0
Beta,D11,OTHFLD,LABOR,0
Beta,D11,OTHFLD,SUPPL,0
Beta,D11,OTHTRK,LAND,0
Beta,D11,OTHTRK,WATER,0
Beta,D11,OTHTRK,LABOR,0
Beta,D11,OTHTRK,SUPPL,0
Beta,D11,PASTR,LAND,0
Beta,D11,PASTR,WATER,1
Beta,D11,PASTR,LABOR,0
Beta,D11,PASTR,SUPPL,0
Beta,D11,POTATO,LAND,0
Beta,D11,POTATO,WATER,0
Beta,D11,POTATO,LABOR,0
Beta,D11,POTATO,SUPPL,0
Beta,D11,PRTOM,LAND,0
Beta,D11,PRTOM,WATER,0
Beta,D11,PRTOM,LABOR,0
Beta,D11,PRTOM,SUPPL,0
Beta,D11,RICE,LAND,0
Beta,D11,RICE,WATER,0
Beta,D11,RICE,LABOR,0
Beta,D11,RICE,SUPPL,0
Beta,D11,SAFLR,LAND,0.02
Beta,D11,SAFLR,WATER,0.98
Beta,D11,SAFLR,LABOR,0
Beta,D11,SAFLR,SUPPL,0
Beta,D11,SBEET,LAND,0
Beta,D11,SBEET,WATER,0
Beta,D11,SBEET,LABOR,0
Beta,D11,SBEET,SUPPL,0
Beta,D11,SUBTRP,LAND,0
Beta,D11,SUBTRP,WATER,0
Beta,D11,SUBTRP,LABOR,0
Beta,D11,SUBTRP,SUPPL,0
Beta,D11,VINE,LAND,0.03
Beta,D11,VINE,WATER,0.97
Beta,D11,VINE,LABOR,0
Beta,D11,VINE,SUPPL,0
Beta,fk13,ALFAL,LAND,0
Beta,fk13,ALFAL,WATER,1
Beta,fk13,ALFAL,LABOR,0
Beta,fk13,ALFAL,SUPPL,0
Beta,fk13,ALPIS,LAND,0.04
Beta,fk13,ALPIS,WATER,0.96
Beta,fk13,ALPIS,LABOR,0
Beta,fk13,ALPIS,SUPPL,0
Beta,fk13,CORN,LAND,0.14
Beta,fk13,CORN,WATER,0.86
Beta,fk13,CORN,LABOR,0
Beta,fk13,CORN,SUPPL,0
Beta,fk13,COTTN,LAND,0
Beta,fk13,COTTN,WATER,0
Beta,fk13,COTTN,LABOR,0
Beta,fk13,COTTN,SUPPL,0
Beta,fk13,CUCUR,LAND,0
Beta,fk13,CUCUR,WATER,0
Beta,fk13,CUCUR,LABOR,0
Beta,fk13,CUCUR,SUPPL,0
Beta,fk13,DRYBN,LAND,0.25
Beta,fk13,DRYBN,WATER,0.75
Beta,fk13,DRYBN,LABOR,0
Beta,fk13,DRYBN,SUPPL,0
Beta,fk13,FRTOM,LAND,0
Beta,fk13,FRTOM,WATER,0
Beta,fk13,FRTOM,LABOR,0
Beta,fk13,FRTOM,SUPPL,0
Beta,fk13,GRAIN,LAND,0
Beta,fk13,GRAIN,WATER,0
Beta,fk13,GRAIN,LABOR,0
Beta,fk13,GRAIN,SUPPL,0
Beta,fk13,ONGAR,LAND,0
Beta,fk13,ONGAR,WATER,0
Beta,fk13,ONGAR,LABOR,0
Beta,fk13,ONGAR,SUPPL,0
Beta,fk13,OTHDEC,LAND,0.06
Beta,fk13,OTHDEC,WATER,0.94
Beta,fk13,OTHDEC,LABOR,0
Beta,fk13,OTHDEC,SUPPL,0
Beta,fk13,OTHFLD,LAND,0
Beta,fk13,OTHFLD,WATER,0
Beta,fk13,OTHFLD,LABOR,0
Beta,fk13,OTHFLD,SUPPL,0
Beta,fk13,OTHTRK,LAND,0
Beta,fk13,OTHTRK,WATER,0
Beta,fk13,OTHTRK,LABOR,0
Beta,fk13,OTHTRK,SUPPL,1
Beta,fk13,PASTR,LAND,0
Beta,fk13,PASTR,WATER,1
Beta,fk13,PASTR,LABOR,0
Beta,fk13,PASTR,SUPPL,0
Beta,fk13,POTATO,LAND,0
Beta,fk13,POTATO,WATER,0
Beta,fk13,POTATO,LABOR,0
Beta,fk13,POTATO,SUPPL,0
Beta,fk13,PRTOM,LAND,0
Beta,fk13,PRTOM,WATER,0
Beta,fk13,PRTOM,LABOR,0
Beta,fk13,PRTOM,SUPPL,0
Beta,fk13,RICE,LAND,0
Beta,fk13,RICE,WATER,0
Beta,fk13,RICE,LABOR,0
Beta,fk13,RICE,SUPPL,0
Beta,fk13,SAFLR,LAND,0
Beta,fk13,SAFLR,WATER,0
Beta,fk13,SAFLR,LABOR,0
Beta,fk13,SAFLR,SUPPL,0
Beta,fk13,SBEET,LAND,0
Beta,fk13,SBEET,WATER,0
Beta,fk13,SBEET,LABOR,0
Beta,fk13,SBEET,SUPPL,0
Beta,fk13,SUBTRP,LAND,0
Beta,fk13,SUBTRP,WATER,0.01
Beta,fk13,SUBTRP,LABOR,0
Beta,fk13,SUBTRP,SUPPL,0.99
Beta,fk13,VINE,LAND,0.08
Beta,fk13,VINE,WATER,0.92
Beta,fk13,VINE,LABOR,0
Beta,fk13,VINE,SUPPL,0
Beta,fk08,ALFAL,LAND,0
Beta,fk08,ALFAL,WATER,1
Beta,fk08,ALFAL,LABOR,0
Beta,fk08,ALFAL,SUPPL,0
Beta,fk08,ALPIS,LAND,0.02
Beta,fk08,ALPIS,WATER,0.98
Beta,fk08,ALPIS,LABOR,0
Beta,fk08,ALPIS,SUPPL,0
Beta,fk08,CORN,LAND,0.07
Beta,fk08,CORN,WATER,0.93
Beta,fk08,CORN,LABOR,0
Beta,fk08,CORN,SUPPL,0
Beta,fk08,COTTN,LAND,0
Beta,fk08,COTTN,WATER,0
Beta,fk08,COTTN,LABOR,0
Beta,fk08,COTTN,SUPPL,0
Beta,fk08,CUCUR,LAND,0
Beta,fk08,CUCUR,WATER,0
Beta,fk08,CUCUR,LABOR,0
Beta,fk08,CUCUR,SUPPL,0
Beta,fk08,DRYBN,LAND,0
Beta,fk08,DRYBN,WATER,0
Beta,fk08,DRYBN,LABOR,0
Beta,fk08,DRYBN,SUPPL,0
Beta,fk08,FRTOM,LAND,0
Beta,fk08,FRTOM,WATER,0
Beta,fk08,FRTOM,LABOR,0
Beta,fk08,FRTOM,SUPPL,0
Beta,fk08,GRAIN,LAND,0.25
Beta,fk08,GRAIN,WATER,0.12
Beta,fk08,GRAIN,LABOR,0
Beta,fk08,GRAIN,SUPPL,0.63
Beta,fk08,ONGAR,LAND,0
Beta,fk08,ONGAR,WATER,0
Beta,fk08,ONGAR,LABOR,0
Beta,fk08,ONGAR,SUPPL,0
Beta,fk08,OTHDEC,LAND,0.03
Beta,fk08,OTHDEC,WATER,0.97
Beta,fk08,OTHDEC,LABOR,0
Beta,fk08,OTHDEC,SUPPL,0
Beta,fk08,OTHFLD,LAND,0
Beta,fk08,OTHFLD,WATER,0
Beta,fk08,OTHFLD,LABOR,0
Beta,fk08,OTHFLD,SUPPL,0
Beta,fk08,OTHTRK,LAND,0
Beta,fk08,OTHTRK,WATER,0
Beta,fk08,OTHTRK,LABOR,0
Beta,fk08,OTHTRK,SUPPL,0
Beta,fk08,PASTR,LAND,0
Beta,fk08,PASTR,WATER,0
Beta,fk08,PASTR,LABOR,0
Beta,fk08,PASTR,SUPPL,0
Beta,fk08,POTATO,LAND,0
Beta,fk08,POTATO,WATER,0
Beta,fk08,POTATO,LABOR,0
Beta,fk08,POTATO,SUPPL,0
Beta,fk08,PRTOM,LAND,0
Beta,fk08,PRTOM,WATER,0
Beta,fk08,PRTOM,LABOR,0
Beta,fk08,PRTOM,SUPPL,0
Beta,fk08,RICE,LAND,0
Beta,fk08,RICE,WATER,0
Beta,fk08,RICE,LABOR,0
Beta,fk08,RICE,SUPPL,0
Beta,fk08,SAFLR,LAND,0
Beta,fk08,SAFLR,WATER,0
Beta,fk08,SAFLR,LABOR,0
Beta,fk08,SAFLR,SUPPL,0
Beta,fk08,SBEET,LAND,0
Beta,fk08,SBEET,WATER,0
Beta,fk08,SBEET,LABOR,0
Beta,fk08,SBEET,SUPPL,0
Beta,fk08,SUBTRP,LAND,0.05
Beta,fk08,SUBTRP,WATER,0.95
Beta,fk08,SUBTRP,LABOR,0
Beta,fk08,SUBTRP,SUPPL,0
Beta,fk08,VINE,LAND,0.04
Beta,fk08,VINE,WATER,0.96
Beta,fk08,VINE,LABOR,0
Beta,fk08,VINE,SUPPL,0
Beta,fk01,ALFAL,LAND,0
Beta,fk01,ALFAL,WATER,0.99
Beta,fk01,ALFAL,LABOR,0
Beta,fk01,ALFAL,SUPPL,0.01
Beta,fk01,ALPIS,LAND,0.02
Beta,fk01,ALPIS,WATER,0.98
Beta,fk01,ALPIS,LABOR,0
Beta,fk01,ALPIS,SUPPL,0
Beta,fk01,CORN,LAND,0.06
Beta,fk01,CORN,WATER,0.65
Beta,fk01,CORN,LABOR,0
Beta,fk01,CORN,SUPPL,0.29
Beta,fk01,COTTN,LAND,0
Beta,fk01,COTTN,WATER,0
Beta,fk01,COTTN,LABOR,0
Beta,fk01,COTTN,SUPPL,0
Beta,fk01,CUCUR,LAND,0
Beta,fk01,CUCUR,WATER,0
Beta,fk01,CUCUR,LABOR,0.99
Beta,fk01,CUCUR,SUPPL,0.01
Beta,fk01,DRYBN,LAND,0.15
Beta,fk01,DRYBN,WATER,0.81
Beta,fk01,DRYBN,LABOR,0
Beta,fk01,DRYBN,SUPPL,0.04
Beta,fk01,FRTOM,LAND,0
Beta,fk01,FRTOM,WATER,0
Beta,fk01,FRTOM,LABOR,0
Beta,fk01,FRTOM,SUPPL,0
Beta,fk01,GRAIN,LAND,0
Beta,fk01,GRAIN,WATER,0
Beta,fk01,GRAIN,LABOR,0
Beta,fk01,GRAIN,SUPPL,0
Beta,fk01,ONGAR,LAND,0
Beta,fk01,ONGAR,WATER,0
Beta,fk01,ONGAR,LABOR,0
Beta,fk01,ONGAR,SUPPL,0
Beta,fk01,OTHDEC,LAND,0.04
Beta,fk01,OTHDEC,WATER,0.96
Beta,fk01,OTHDEC,LABOR,0
Beta,fk01,OTHDEC,SUPPL,0
Beta,fk01,OTHFLD,LAND,0
Beta,fk01,OTHFLD,WATER,0
Beta,fk01,OTHFLD,LABOR,0
Beta,fk01,OTHFLD,SUPPL,0
Beta,fk01,OTHTRK,LAND,0.78
Beta,fk01,OTHTRK,WATER,0
Beta,fk01,OTHTRK,LABOR,0
Beta,fk01,OTHTRK,SUPPL,0.22
Beta,fk01,PASTR,LAND,0
Beta,fk01,PASTR,WATER,0
Beta,fk01,PASTR,LABOR,0
Beta,fk01,PASTR,SUPPL,0
Beta,fk01,POTATO,LAND,0
Beta,fk01,POTATO,WATER,0
Beta,fk01,POTATO,LABOR,0
Beta,fk01,POTATO,SUPPL,0
Beta,fk01,PRTOM,LAND,0
Beta,fk01,PRTOM,WATER,0
Beta,fk01,PRTOM,LABOR,0
Beta,fk01,PRTOM,SUPPL,0
Beta,fk01,RICE,LAND,0
Beta,fk01,RICE,WATER,0
Beta,fk01,RICE,LABOR,0
Beta,fk01,RICE,SUPPL,0
Beta,fk01,SAFLR,LAND,0
Beta,fk01,SAFLR,WATER,0
Beta,fk01,SAFLR,LABOR,0
Beta,fk01,SAFLR,SUPPL,0
Beta,fk01,SBEET,LAND,0
Beta,fk01,SBEET,WATER,0
Beta,fk01,SBEET,LABOR,0
Beta,fk01,SBEET,SUPPL,0
Beta,fk01,SUBTRP,LAND,0.06
Beta,fk01,SUBTRP,WATER,0.94
Beta,fk01,SUBTRP,LABOR,0
Beta,fk01,SUBTRP,SUPPL,0
Beta,fk01,VINE,LAND,0.05
Beta,fk01,VINE,WATER,0.95
Beta,fk01,VINE,LABOR,0
Beta,fk01,VINE,SUPPL,0
Beta,fk06,ALFAL,LAND,0
Beta,fk06,ALFAL,WATER,1
Beta,fk06,ALFAL,LABOR,0
Beta,fk06,ALFAL,SUPPL,0
Beta,fk06,ALPIS,LAND,0.02
Beta,fk06,ALPIS,WATER,0.98
Beta,fk06,ALPIS,LABOR,0
Beta,fk06,ALPIS,SUPPL,0
Beta,fk06,CORN,LAND,0.08
Beta,fk06,CORN,WATER,0.92
Beta,fk06,CORN,LABOR,0
Beta,fk06,CORN,SUPPL,0
Beta,fk06,COTTN,LAND,0
Beta,fk06,COTTN,WATER,0
Beta,fk06,COTTN,LABOR,0
Beta,fk06,COTTN,SUPPL,0
Beta,fk06,CUCUR,LAND,0
Beta,fk06,CUCUR,WATER,0
Beta,fk06,CUCUR,LABOR,0
Beta,fk06,CUCUR,SUPPL,0
Beta,fk06,DRYBN,LAND,0.14
Beta,fk06,DRYBN,WATER,0.86
Beta,fk06,DRYBN,LABOR,0
Beta,fk06,DRYBN,SUPPL,0
Beta,fk06,FRTOM,LAND,0.05
Beta,fk06,FRTOM,WATER,0.01
Beta,fk06,FRTOM,LABOR,0
Beta,fk06,FRTOM,SUPPL,0.94
Beta,fk06,GRAIN,LAND,0.69
Beta,fk06,GRAIN,WATER,0.31
Beta,fk06,GRAIN,LABOR,0
Beta,fk06,GRAIN,SUPPL,0
Beta,fk06,ONGAR,LAND,0
Beta,fk06,ONGAR,WATER,0
Beta,fk06,ONGAR,LABOR,0
Beta,fk06,ONGAR,SUPPL,0
Beta,fk06,OTHDEC,LAND,0.03
Beta,fk06,OTHDEC,WATER,0.97
Beta,fk06,OTHDEC,LABOR,0
Beta,fk06,OTHDEC,SUPPL,0
Beta,fk06,OTHFLD,LAND,0
Beta,fk06,OTHFLD,WATER,0
Beta,fk06,OTHFLD,LABOR,0
Beta,fk06,OTHFLD,SUPPL,0
Beta,fk06,OTHTRK,LAND,0.83
Beta,fk06,OTHTRK,WATER,0
Beta,fk06,OTHTRK,LABOR,0
Beta,fk06,OTHTRK,SUPPL,0.16
Beta,fk06,PASTR,LAND,0
Beta,fk06,PASTR,WATER,1
Beta,fk06,PASTR,LABOR,0
Beta,fk06,PASTR,SUPPL,0
Beta,fk06,POTATO,LAND,0
Beta,fk06,POTATO,WATER,0
Beta,fk06,POTATO,LABOR,0
Beta,fk06,POTATO,SUPPL,0
Beta,fk06,PRTOM,LAND,0
Beta,fk06,PRTOM,WATER,0
Beta,fk06,PRTOM,LABOR,0
Beta,fk06,PRTOM,SUPPL,0
Beta,fk06,RICE,LAND,0
Beta,fk06,RICE,WATER,0
Beta,fk06,RICE,LABOR,0
Beta,fk06,RICE,SUPPL,0
Beta,fk06,SAFLR,LAND,0
Beta,fk06,SAFLR,WATER,0
Beta,fk06,SAFLR,LABOR,0
Beta,fk06,SAFLR,SUPPL,0
Beta,fk06,SBEET,LAND,0
Beta,fk06,SBEET,WATER,0
Beta,fk06,SBEET,LABOR,0
Beta,fk06,SBEET,SUPPL,0
Beta,fk06,SUBTRP,LAND,0.04
Beta,fk06,SUBTRP,WATER,0.63
Beta,fk06,SUBTRP,LABOR,0
Beta,fk06,SUBTRP,SUPPL,0.33
Beta,fk06,VINE,LAND,0.04
Beta,fk06,VINE,WATER,0.96
Beta,fk06,VINE,LABOR,0
Beta,fk06,VINE,SUPPL,0
Beta,fk03,ALFAL,LAND,0
Beta,fk03,ALFAL,WATER,1
Beta,fk03,ALFAL,LABOR,0
Beta,fk03,ALFAL,SUPPL,0
Beta,fk03,ALPIS,LAND,0
Beta,fk03,ALPIS,WATER,1
Beta,fk03,ALPIS,LABOR,0
Beta,fk03,ALPIS,SUPPL,0
Beta,fk03,CORN,LAND,0
Beta,fk03,CORN,WATER,0
Beta,fk03,CORN,LABOR,0
Beta,fk03,CORN,SUPPL,0
Beta,fk03,COTTN,LAND,0
Beta,fk03,COTTN,WATER,0
Beta,fk03,COTTN,LABOR,0
Beta,fk03,COTTN,SUPPL,0
Beta,fk03,CUCUR,LAND,0
Beta,fk03,CUCUR,WATER,0
Beta,fk03,CUCUR,LABOR,0
Beta,fk03,CUCUR,SUPPL,0
Beta,fk03,DRYBN,LAND,0
Beta,fk03,DRYBN,WATER,0
Beta,fk03,DRYBN,LABOR,0
Beta,fk03,DRYBN,SUPPL,0
Beta,fk03,FRTOM,LAND,0
Beta,fk03,FRTOM,WATER,0
Beta,fk03,FRTOM,LABOR,0
Beta,fk03,FRTOM,SUPPL,0
Beta,fk03,GRAIN,LAND,0
Beta,fk03,GRAIN,WATER,0
Beta,fk03,GRAIN,LABOR,0
Beta,fk03,GRAIN,SUPPL,0
Beta,fk03,ONGAR,LAND,0
Beta,fk03,ONGAR,WATER,0
Beta,fk03,ONGAR,LABOR,0
Beta,fk03,ONGAR,SUPPL,0
Beta,fk03,OTHDEC,LAND,0.01
Beta,fk03,OTHDEC,WATER,0.99
Beta,fk03,OTHDEC,LABOR,0
Beta,fk03,OTHDEC,SUPPL,0
Beta,fk03,OTHFLD,LAND,0
Beta,fk03,OTHFLD,WATER,0
Beta,fk03,OTHFLD,LABOR,0
Beta,fk03,OTHFLD,SUPPL,0
Beta,fk03,OTHTRK,LAND,0
Beta,fk03,OTHTRK,WATER,0
Beta,fk03,OTHTRK,LABOR,0
Beta,fk03,OTHTRK,SUPPL,1
Beta,fk03,PASTR,LAND,0
Beta,fk03,PASTR,WATER,0
Beta,fk03,PASTR,LABOR,0
Beta,fk03,PASTR,SUPPL,0
Beta,fk03,POTATO,LAND,0
Beta,fk03,POTATO,WATER,0
Beta,fk03,POTATO,LABOR,0
Beta,fk03,POTATO,SUPPL,0
Beta,fk03,PRTOM,LAND,0
Beta,fk03,PRTOM,WATER,0
Beta,fk03,PRTOM,LABOR,0
Beta,fk03,PRTOM,SUPPL,0
Beta,fk03,RICE,LAND,0
Beta,fk03,RICE,WATER,0
Beta,fk03,RICE,LABOR,0
Beta,fk03,RICE,SUPPL,0
Beta,fk03,SAFLR,LAND,0
Beta,fk03,SAFLR,WATER,0
Beta,fk03,SAFLR,LABOR,0
Beta,fk03,SAFLR,SUPPL,0
Beta,fk03,SBEET,LAND,0
Beta,fk03,SBEET,WATER,0
Beta,fk03,SBEET,LABOR,0
Beta,fk03,SBEET,SUPPL,0
Beta,fk03,SUBTRP,LAND,0.01
Beta,fk03,SUBTRP,WATER,0.97
Beta,fk03,SUBTRP,LABOR,0
Beta,fk03,SUBTRP,SUPPL,0.02
Beta,fk03,VINE,LAND,0.02
Beta,fk03,VINE,WATER,0.98
Beta,fk03,VINE,LABOR,0
Beta,fk03,VINE,SUPPL,0
Beta,fk05,ALFAL,LAND,0
Beta,fk05,ALFAL,WATER,0
Beta,fk05,ALFAL,LABOR,0
Beta,fk05,ALFAL,SUPPL,0
Beta,fk05,ALPIS,LAND,0
Beta,fk05,ALPIS,WATER,0
Beta,fk05,ALPIS,LABOR,0
Beta,fk05,ALPIS,SUPPL,0
Beta,fk05,CORN,LAND,0
Beta,fk05,CORN,WATER,0
Beta,fk05,CORN,LABOR,0
Beta,fk05,CORN,SUPPL,0
Beta,fk05,COTTN,LAND,0
Beta,fk05,COTTN,WATER,0
Beta,fk05,COTTN,LABOR,0
Beta,fk05,COTTN,SUPPL,0
Beta,fk05,CUCUR,LAND,0
Beta,fk05,CUCUR,WATER,0
Beta,fk05,CUCUR,LABOR,0
Beta,fk05,CUCUR,SUPPL,0
Beta,fk05,DRYBN,LAND,0
Beta,fk05,DRYBN,WATER,0
Beta,fk05,DRYBN,LABOR,0
Beta,fk05,DRYBN,SUPPL,0
Beta,fk05,FRTOM,LAND,0
Beta,fk05,FRTOM,WATER,0
Beta,fk05,FRTOM,LABOR,0
Beta,fk05,FRTOM,SUPPL,0
Beta,fk05,GRAIN,LAND,0
Beta,fk05,GRAIN,WATER,0
Beta,fk05,GRAIN,LABOR,0
Beta,fk05,GRAIN,SUPPL,0
Beta,fk05,ONGAR,LAND,0
Beta,fk05,ONGAR,WATER,0
Beta,fk05,ONGAR,LABOR,0
Beta,fk05,ONGAR,SUPPL,0
Beta,fk05,OTHDEC,LAND,0
Beta,fk05,OTHDEC,WATER,1
Beta,fk05,OTHDEC,LABOR,0
Beta,fk05,OTHDEC,SUPPL,0
Beta,fk05,OTHFLD,LAND,0
Beta,fk05,OTHFLD,WATER,0
Beta,fk05,OTHFLD,LABOR,0
Beta,fk05,OTHFLD,SUPPL,0
Beta,fk05,OTHTRK,LAND,0
Beta,fk05,OTHTRK,WATER,0
Beta,fk05,OTHTRK,LABOR,0
Beta,fk05,OTHTRK,SUPPL,0
Beta,fk05,PASTR,LAND,0
Beta,fk05,PASTR,WATER,0
Beta,fk05,PASTR,LABOR,0
Beta,fk05,PASTR,SUPPL,0
Beta,fk05,POTATO,LAND,0
Beta,fk05,POTATO,WATER,0
Beta,fk05,POTATO,LABOR,0
Beta,fk05,POTATO,SUPPL,0
Beta,fk05,PRTOM,LAND,0
Beta,fk05,PRTOM,WATER,0
Beta,fk05,PRTOM,LABOR,0
Beta,fk05,PRTOM,SUPPL,0
Beta,fk05,RICE,LAND,0
Beta,fk05,RICE,WATER,0
Beta,fk05,RICE,LABOR,0
Beta,fk05,RICE,SUPPL,0
Beta,fk05,SAFLR,LAND,0
Beta,fk05,SAFLR,WATER,0
Beta,fk05,SAFLR,LABOR,0
Beta,fk05,SAFLR,SUPPL,0
Beta,fk05,SBEET,LAND,0
Beta,fk05,SBEET,WATER,0
Beta,fk05,SBEET,LABOR,0
Beta,fk05,SBEET,SUPPL,0
Beta,fk05,SUBTRP,LAND,0
Beta,fk05,SUBTRP,WATER,1
Beta,fk05,SUBTRP,LABOR,0
Beta,fk05,SUBTRP,SUPPL,0
Beta,fk05,VINE,LAND,0
Beta,fk05,VINE,WATER,0
Beta,fk05,VINE,LABOR,0
Beta,fk05,VINE,SUPPL,0
Beta,fk02,ALFAL,LAND,0
Beta,fk02,ALFAL,WATER,0
Beta,fk02,ALFAL,LABOR,0
Beta,fk02,ALFAL,SUPPL,0
Beta,fk02,ALPIS,LAND,0
Beta,fk02,ALPIS,WATER,0.11
Beta,fk02,ALPIS,LABOR,0.01
Beta,fk02,ALPIS,SUPPL,0.88
Beta,fk02,CORN,LAND,0
Beta,fk02,CORN,WATER,0
Beta,fk02,CORN,LABOR,0
Beta,fk02,CORN,SUPPL,0
Beta,fk02,COTTN,LAND,0
Beta,fk02,COTTN,WATER,0
Beta,fk02,COTTN,LABOR,0
Beta,fk02,COTTN,SUPPL,0
Beta,fk02,CUCUR,LAND,0
Beta,fk02,CUCUR,WATER,0
Beta,fk02,CUCUR,LABOR,0
Beta,fk02,CUCUR,SUPPL,0
Beta,fk02,DRYBN,LAND,0
Beta,fk02,DRYBN,WATER,0
Beta,fk02,DRYBN,LABOR,0
